Basis-of-record,Catalogue-number,Collection-code,Institution-code,Collector,Collector-number,Date-collected,Field-notes,Field-number,Type-status,Taxonomic-name,Identification-qualifier,Identified-by,Date-identified,Count,GenBank-number-s-,Lifestage,Remarks,Sex,Location,Specimen,Image,nematodes.FileImage,nematodes.joinCol,AllFiles_001.FileImage,AllFiles_001.joinCol
Occurrence,,,,None,V1B,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/601"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V1B%20Pratylenchus%20penetrans_0.zip,./Output/160-V1B%20Pratylenchus%20penetrans_0.zip,160-V1B%20Pratylenchus%20penetrans_0,./160-V1B%20Pratylenchus%20penetrans_0/V1B Pratylenchus penetrans/Captured 14.jpg,160-V1B%20Pratylenchus%20penetrans_0
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0010.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0003.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0013.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0012.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0001.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0017 V29L.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0002.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0014 V29L.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0004.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0011.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0019.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0016.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0007.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0000.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0015.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0005.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0020.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0008 V29L.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0018.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0006.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V29L,None,None,None,None,"<a href=/taxonomy/term/10657"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus sp. 1</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/618"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V29L%20Pratylenchus%20sp.%201.zip,./Output/161-V29L%20Pratylenchus%20sp.%201.zip,161-V29L%20Pratylenchus%20sp.%201,./161-V29L%20Pratylenchus%20sp.%201/V29L Pratylenchus sp. 1/fem0009.png,161-V29L%20Pratylenchus%20sp.%201
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans/Captured 16.jpg,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans/Captured 14.jpg,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans/Captured 1.jpg,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans/Captured 5.jpg,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans/Captured 3.jpg,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans/Captured.jpg,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans/Captured 8.jpg,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans/Captured 2.jpg,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans/Captured 6.jpg (wrong scale),162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans/Captured 9.jpg,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3A,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/602"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3A%20Pratylenchus%20penetrans.zip,./Output/162-V3A%20Pratylenchus%20penetrans.zip,162-V3A%20Pratylenchus%20penetrans,./162-V3A%20Pratylenchus%20penetrans/V3A Pratylenchus penetrans/Captured 15.jpg,162-V3A%20Pratylenchus%20penetrans
Occurrence,,,,None,V3F,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/603"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3F%20Pratylenchus%20penetrans_0.zip,./Output/163-V3F%20Pratylenchus%20penetrans_0.zip,163-V3F%20Pratylenchus%20penetrans_0,./163-V3F%20Pratylenchus%20penetrans_0/V3F Pratylenchus penetrans/Captured 6.jpg,163-V3F%20Pratylenchus%20penetrans_0
Occurrence,,,,None,V3F,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/603"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3F%20Pratylenchus%20penetrans_0.zip,./Output/163-V3F%20Pratylenchus%20penetrans_0.zip,163-V3F%20Pratylenchus%20penetrans_0,./163-V3F%20Pratylenchus%20penetrans_0/V3F Pratylenchus penetrans/Captured 23.jpg,163-V3F%20Pratylenchus%20penetrans_0
Occurrence,,,,None,V3F,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/603"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3F%20Pratylenchus%20penetrans_0.zip,./Output/163-V3F%20Pratylenchus%20penetrans_0.zip,163-V3F%20Pratylenchus%20penetrans_0,./163-V3F%20Pratylenchus%20penetrans_0/V3F Pratylenchus penetrans/Captured 16.jpg,163-V3F%20Pratylenchus%20penetrans_0
Occurrence,,,,None,V3F,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/603"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3F%20Pratylenchus%20penetrans_0.zip,./Output/163-V3F%20Pratylenchus%20penetrans_0.zip,163-V3F%20Pratylenchus%20penetrans_0,./163-V3F%20Pratylenchus%20penetrans_0/V3F Pratylenchus penetrans/Captured 20.jpg,163-V3F%20Pratylenchus%20penetrans_0
Occurrence,,,,None,V3F,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/603"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3F%20Pratylenchus%20penetrans_0.zip,./Output/163-V3F%20Pratylenchus%20penetrans_0.zip,163-V3F%20Pratylenchus%20penetrans_0,./163-V3F%20Pratylenchus%20penetrans_0/V3F Pratylenchus penetrans/Captured 17.jpg,163-V3F%20Pratylenchus%20penetrans_0
Occurrence,,,,None,V3F,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/603"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3F%20Pratylenchus%20penetrans_0.zip,./Output/163-V3F%20Pratylenchus%20penetrans_0.zip,163-V3F%20Pratylenchus%20penetrans_0,./163-V3F%20Pratylenchus%20penetrans_0/V3F Pratylenchus penetrans/Captured 15.jpg,163-V3F%20Pratylenchus%20penetrans_0
Occurrence,,,,None,V3F,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/603"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3F%20Pratylenchus%20penetrans_0.zip,./Output/163-V3F%20Pratylenchus%20penetrans_0.zip,163-V3F%20Pratylenchus%20penetrans_0,./163-V3F%20Pratylenchus%20penetrans_0/V3F Pratylenchus penetrans/Captured 8.jpg,163-V3F%20Pratylenchus%20penetrans_0
Occurrence,,,,None,V3F,None,None,None,None,"<a href=/taxonomy/term/10646"" typeof=""skos:Concept"" property=""rdfs:label skos:prefLabel"" datatype="""">Pratylenchus penetrans</a>""",None,None,None,None,None,None,None,None,None,"<a href=/node/603"">View specimen</a>""",https://nematodes.myspecies.info/sites/nematodes.myspecies.info/files/V3F%20Pratylenchus%20penetrans_0.zip,./Output/163-V3F%20Pratylenchus%20penetrans_0.zip,163-V3F%20Pratylenchus%20penetrans_0,./163-V3F%20Pratylenchus%20penetrans_0/V3F Pratylenchus penetrans/Captured 11.jpg,163-V3F%20Pratylenchus%20penetrans_0
